 	X	Y
752	0.85937566	932.07245
753	1.271052	940.0423
754	1.6826816	949.4044
755	2.3000448	965.7965
756	2.7115622	977.3884
757	3.1200025	989.97125
758	3.7325711	1011.2905
759	4.1409097	1026.8494
760	4.5491605	1046.7097
761	5.161238	1077.4674
762	5.568982	1096.6448
763	5.9764132	1108.981
764	6.5870132	1126.647
765	6.9937253	1133.6526
766	7.4001923	1146.3715
767	8.009528	1153.3345
768	8.415576	1159.6892
769	8.821561	1170.4268
770	9.430403	1259.4849
771	9.836175	1319.0299
772	10.444487	1357.8844
773	10.849865	1366.4427
774	11.255184	1369.8672
775	11.862919	1403.1212
776	12.267901	1405.4436
777	12.672759	1436.6125
778	13.2799225	1448.083
779	13.684649	1442.2391
780	14.291768	1439.4783
781	14.696525	1439.3613
782	15.101279	1443.1302
783	15.708324	1448.158
784	16.11295	1453.909
785	16.5175	1450.797
786	17.124306	1451.5745
787	17.528906	1445.5349
788	18.136036	1452.6799
789	18.54101	1456.2614
790	18.946209	1454.1923
791	19.55457	1455.6985
792	19.963137	1450.9778
793	20.371656	1447.5712
794	20.984356	1448.2603
795	21.392775	1456.3306
796	21.801155	1452.7532
797	22.413664	1452.93
798	22.82196	1448.4226
799	23.230225	1444.3234
800	23.842564	1441.3726
801	24.250757	1449.0391
802	24.862995	1451.5193
803	25.271124	1447.551
804	25.679224	1443.7306
805	26.291346	1440.5808
806	26.699411	1436.5952
807	27.107471	1438.1465
808	27.719553	1441.0922
809	28.127613	1436.5552
810	28.535683	1436.8961
811	29.147808	1431.8627
812	29.555916	1426.1223
813	29.964039	1427.9767
814	30.57627	1425.9514
815	30.98444	1422.444
816	31.59672	1419.2924
817	32.00492	1416.3943
818	32.413136	1412.7983
819	33.02546	1410.5378
820	33.433685	1406.9846
821	33.841927	1403.874
822	34.45431	1398.9377
823	34.86259	1394.8209
824	35.270897	1393.1755
825	35.883404	1390.5953
826	36.29178	1385.1458
827	36.700172	1383.3231
828	37.312836	1377.3955
829	37.721325	1371.8713
830	38.129852	1369.8561
831	38.74272	1367.1553
832	39.15137	1363.9694
833	39.764423	1361.988
834	40.17318	1360.3358
835	40.581978	1356.3074
836	41.19525	1352.5211
837	41.60255	1349.6755
838	42.00798	1349.2139
839	42.615665	1343.0228
840	43.020493	1341.5552
841	43.42508	1336.5378
842	44.03167	1334.3313
843	44.435936	1329.271
844	45.042355	1327.5614
845	45.446606	1323.2937
846	45.850906	1321.488
847	46.4575	1316.1871
848	46.861988	1315.4885
849	47.266438	1311.668
850	47.87326	1306.1255
851	48.27792	1305.6022
852	48.88525	1300.4095
853	49.29047	1299.9365
854	49.69601	1298.6244
855	50.305046	1296.8295
856	50.711445	1292.6625
857	51.118084	1289.6882
858	51.72849	1286.9288
859	52.135624	1283.838
860	52.54288	1283.6116
861	53.157337	1279.5848
862	53.56817	1280.1592
863	53.97905	1276.7777
864	54.59546	1274.5928
865	55.00646	1272.288
866	55.417492	1274.8827
867	56.034084	1271.926
868	56.44517	1271.3525
869	56.85627	1271.0168
870	57.47292	1270.997
871	57.884014	1272.0157
872	58.2951	1270.0092
873	58.911713	1279.027
874	59.322758	1275.5157
875	59.939297	1280.9927
876	60.350307	1280.8547
877	60.761295	1277.3628
878	61.377743	1277.7019
879	61.78869	1276.7347
880	62.19962	1276.7993
881	62.815983	1273.8802
882	63.226875	1271.7085
883	63.637745	1269.7378
884	64.25402	1267.6682
885	64.66483	1266.3632
886	65.07561	1264.809
887	65.69172	1262.4261
888	66.1024	1260.315
889	66.51304	1258.9121
890	67.12892	1257.9835
891	67.53947	1254.6558
892	67.94998	1257.385
893	68.56569	1253.9163
894	68.97612	1260.9353
895	69.38653	1263.8744
896	70.002075	1259.7721
897	70.41241	1259.0023
898	70.822716	1257.2843
899	71.43811	1256.3845
900	71.848335	1253.5656
901	72.25854	1251.8586
902	72.87378	1257.6522
903	73.28389	1257.8687
904	73.69396	1256.3121
905	74.30897	1255.6068
906	74.71736	1254.7749
907	75.12404	1253.4706
908	75.73369	1250.703
909	76.13989	1249.1477
910	76.54592	1249.023
911	77.15458	1245.7814
912	77.56002	1244.9927
913	78.167564	1247.697
914	78.57218	1269.818
915	78.976494	1269.7211
916	79.58235	1268.0505
917	79.98592	1266.8242
918	80.38936	1267.7156
919	80.994286	1266.428
920	81.397484	1265.1805
921	82.00207	1263.8137
922	82.405014	1263.902
923	82.80798	1266.6638
924	83.41244	1282.8568
925	83.81542	1284.524
926	84.4201	1282.1116
927	84.82345	1283.7281
928	85.227036	1282.9962
929	85.832985	1280.7698
930	86.23739	1281.0004
931	86.64211	1279.8165
932	87.25254	1280.5366
933	87.6602	1279.3678
934	88.271614	1282.0859
935	88.67917	1282.503
936	89.086685	1281.8977
937	89.69788	1280.5751
938	90.10531	1284.6488
939	90.5127	1288.1671
940	91.12376	1287.4258
941	91.531105	1286.7632
942	91.93845	1286.3032
943	92.54948	1290.7631
944	92.95684	1294.2302
945	93.36423	1294.401
946	93.975365	1297.7001
947	94.38283	1300.7773
948	94.99409	1298.566
949	95.40165	1299.9387
950	95.80925	1298.3678
951	96.42073	1297.5565
952	96.82842	1297.6361
953	97.236145	1298.3423
954	97.847786	1299.4955
955	98.25556	1300.7313
956	98.66336	1302.1047
957	99.27507	1306.9485
958	99.68289	1306.7588
959	100.09073	1314.2766
960	100.70252	1322.0664
961	101.11043	1322.9523
962	101.722336	1323.2428
963	102.13032	1323.9286
964	102.53834	1325.4822
965	103.15043	1325.8416
966	103.558525	1326.162
967	103.96665	1330.1984
968	104.57888	1333.1484
969	104.987045	1333.3859
970	105.395226	1343.4034
971	106.007515	1340.3964
972	106.41571	1340.1614
973	106.823906	1340.493
974	107.436195	1341.4149
975	107.84439	1346.6737
976	108.25259	1358.8054
977	108.864914	1360.6067
978	109.27315	1368.4794
979	109.8856	1371.3207
980	110.293945	1373.4155
981	110.70236	1375.88
982	111.31028	1383.9009
983	111.71534	1383.9934
984	112.12029	1384.7836
985	112.72746	1391.3558
986	113.13217	1393.8538
987	113.53665	1392.134
988	114.14297	1403.7898
989	114.54689	1406.39
990	115.15246	1407.8608
991	115.55603	1413.9844
992	115.959564	1413.2567
993	116.56483	1418.6407
994	116.968414	1417.1959
995	117.573944	1445.2406
996	117.97768	1457.2244
997	118.38159	1458.9976
998	118.98759	1473.4799
999	119.39182	1476.5299
1000	119.796326	1475.5433
1001	120.40391	1484.9825
1002	120.80966	1484.9601
1003	121.216064	1495.1028
1004	121.82997	1506.7936
1005	122.24044	1506.3411
1006	122.8562	1509.5475
1007	123.26672	1514.721
1008	123.67725	1517.6598
1009	124.29304	1522.3646
1010	124.70356	1524.4199
1011	125.114075	1528.0747
1012	125.72984	1530.3953
1013	126.14034	1532.9181
1014	126.550835	1532.9453
1015	127.166565	1560.9462
1016	127.577034	1562.6807
1017	127.98749	1564.9515
1018	128.60312	1565.8206
1019	129.01352	1566.4858
1020	129.42232	1566.0126
1021	130.03282	1568.9592
1022	130.43954	1570.3105
1023	130.84613	1574.9362
1024	131.45589	1574.6106
1025	131.86243	1575.3995
1026	132.26912	1577.3452
1027	132.87952	1594.3892
1028	133.28687	1618.8846
1029	133.90135	1624.0938
1030	134.31096	1625.3883
1031	134.72054	1627.8223
1032	135.33487	1629.606
1033	135.7444	1631.4087
1034	136.15393	1631.6255
1035	136.76819	1635.1426
1036	137.17767	1636.6946
1037	137.58714	1639.7821
1038	138.2013	1647.8793
1039	138.6107	1654.1143
1040	139.02008	1656.4075
1041	139.63408	1686.9995
1042	140.04337	1689.1713
1043	140.45262	1698.9218
1044	141.06644	1703.5776
1045	141.4756	1704.4491
1046	141.88475	1714.753
1047	142.49841	1716.4744
1048	142.90752	1717.6223
1049	143.3166	1719.9196
1050	143.9302	1727.4287
1051	144.33926	1730.6482
1052	144.95282	1734.2655
1053	145.36183	1736.6716
1054	145.76913	1736.0676
1055	146.37677	1734.2523
1056	146.78127	1732.561
1057	147.18541	1730.8373
1058	147.79112	1728.1924
1059	148.19463	1726.4009
1060	148.59776	1724.6224
1061	149.20201	1721.9568
1062	149.60464	1720.1011
1063	150.20857	1717.1893
1064	150.61118	1715.2028
1065	151.01375	1713.1857
1066	151.61758	1710.1033
1067	152.02014	1708.0107
1068	152.6241	1704.8154
1069	153.02684	1702.6477
1070	153.43008	1700.4478
1071	154.03627	1697.0858
1072	154.44073	1694.8062
1073	154.8453	1692.497
1074	155.45404	1688.9685
1075	155.86131	1686.5719
