 	X	Y
627	-59.26913	541.3519
628	-58.861935	543.185
629	-58.252125	545.96075
630	-57.846176	547.82916
631	-57.440636	549.7122
632	-56.833122	552.5644
633	-56.42868	554.4842
634	-55.82284	557.39166
635	-55.419434	559.3489
636	-55.01637	561.32166
637	-54.41226	564.3107
638	-54.009735	566.32416
639	-53.607315	568.35455
640	-53.00384	571.43243
641	-52.6016	573.5063
642	-51.998352	576.6501
643	-51.596302	578.7679
644	-51.194305	580.9037
645	-50.591454	584.1409
646	-50.189537	586.32227
647	-49.58634	589.6309
648	-49.18392	591.8617
649	-48.78115	594.11334
650	-48.176144	597.5314
651	-47.772137	599.8379
652	-47.36757	602.167
653	-46.759716	605.7031
654	-46.353733	608.08954
655	-45.740807	611.73
656	-45.332233	614.18195
657	-44.923687	616.65393
658	-44.31091	620.3998
659	-43.902405	622.92236
660	-43.49392	625.4653
661	-42.881207	629.31775
662	-42.47275	631.9115
663	-42.064312	634.5256
664	-41.451694	638.4848
665	-41.043312	641.14966
666	-40.634953	643.83466
667	-40.02245	647.9001
668	-39.61413	650.6356
669	-39.205807	653.3913
670	-38.593307	657.56256
671	-38.18495	660.36847
672	-37.572365	664.61475
673	-37.163933	667.4704
674	-36.755466	670.3457
675	-36.1427	674.69507
676	-35.734158	677.6185
677	-35.325592	680.5608
678	-34.712727	685.0087
679	-34.304142	687.9966
680	-33.895565	691.002
681	-33.28272	695.54224
682	-32.874172	698.5899
683	-32.465645	701.6537
684	-31.852869	706.2787
685	-31.444363	709.3809
686	-31.035858	712.4977
687	-30.423092	717.199
688	-30.014563	720.34973
689	-29.401726	725.09924
690	-28.993126	728.2802
691	-28.584482	731.4721
692	-27.97143	736.27875
693	-27.562668	739.4945
694	-27.153854	742.7182
695	-26.540546	747.5665
696	-26.131626	750.80566
697	-25.722675	754.0491
698	-25.109192	758.9195
699	-24.703733	762.13995
700	-24.298788	765.3561
701	-23.69215	770.1707
702	-23.288166	773.37274
703	-22.682709	778.1618
704	-22.279346	781.34357
705	-21.876167	784.5151
706	-21.271692	789.2498
707	-20.868893	792.389
708	-20.46623	795.5123
